2859, 2858861679, 1, 0, 0
3169, 10007752, 1, 0, 0
4000, 1056361, 1, 0, 0
5000, 393986, 1, 0, 0
6000, 396664, 1, 0, 0
7000, 392305, 1, 0, 0
8000, 390011, 1, 0, 0
9000, 400162, 1, 0, 0
10000, 419072, 1, 0, 0
11000, 398238, 1, 0, 0
12000, 387479, 1, 0, 0
13000, 391219, 1, 0, 0
14000, 395062, 1, 0, 0
15000, 391302, 1, 0, 0
16000, 429829, 1, 0, 0
17000, 390865, 1, 0, 0
18000, 394118, 1, 0, 0
19000, 389714, 1, 0, 0
20000, 399851, 1, 0, 0
21000, 399839, 1, 0, 0
22000, 410507, 1, 0, 0
23000, 398784, 1, 0, 0
24000, 393345, 1, 0, 0
25000, 393274, 1, 0, 0
26000, 396722, 1, 0, 0
27000, 391674, 1, 0, 0
28000, 408414, 1, 0, 0
29000, 405373, 1, 0, 0
30000, 392390, 1, 0, 0
31000, 395142, 1, 0, 0
32000, 392794, 1, 0, 0
33000, 390809, 1, 0, 0
34000, 398670, 1, 0, 0
35000, 407909, 1, 0, 0
36001, 395026, 1, 0, 0
37000, 389150, 1, 0, 0
38000, 392268, 1, 0, 0
39000, 393269, 1, 0, 0
40000, 403325, 1, 0, 0
41000, 426935, 1, 0, 0
42000, 392499, 1, 0, 0
43000, 390184, 1, 0, 0
44000, 389133, 1, 0, 0
45000, 395157, 1, 0, 0
46000, 393406, 1, 0, 0
47000, 408358, 1, 0, 0
48000, 393982, 1, 0, 0
49000, 394029, 1, 0, 0
50000, 397045, 1, 0, 0
51000, 431476, 1, 0, 0
52000, 404290, 1, 0, 0
53000, 415146, 1, 0, 0
54000, 394904, 1, 0, 0
55000, 391395, 1, 0, 0
56000, 396267, 1, 0, 0
57000, 401624, 1, 0, 0
58000, 413434, 1, 0, 0
59000, 392976, 1, 0, 0
60000, 391817, 1, 0, 0
61000, 395414, 1, 0, 0
62000, 390270, 1, 0, 0
63000, 394595, 1, 0, 0
64000, 401217, 1, 0, 0
65000, 413184, 1, 0, 0
66000, 394354, 1, 0, 0
67000, 386463, 1, 0, 0
68000, 390487, 1, 0, 0
69000, 385840, 1, 0, 0
70000, 410717, 1, 0, 0
71000, 410105, 1, 0, 0
72000, 390301, 1, 0, 0
73000, 390174, 1, 0, 0
74000, 391715, 1, 0, 0
75000, 391430, 1, 0, 0
76000, 436898, 1, 0, 0
77000, 398795, 1, 0, 0
78000, 389151, 1, 0, 0
79000, 389821, 1, 0, 0
80000, 392302, 1, 0, 0
81000, 393007, 1, 0, 0
82000, 406308, 1, 0, 0
83000, 414818, 1, 0, 0
84000, 393733, 1, 0, 0
85000, 392986, 1, 0, 0
86000, 391456, 1, 0, 0
87000, 387742, 1, 0, 0
88000, 398889, 1, 0, 0
89000, 403344, 1, 0, 0
90000, 393957, 1, 0, 0
91000, 397066, 1, 0, 0
92000, 395923, 1, 0, 0
93000, 394650, 1, 0, 0
94000, 397625, 1, 0, 0
95000, 406364, 1, 0, 0
96000, 397753, 1, 0, 0
97000, 388831, 1, 0, 0
98000, 393094, 1, 0, 0
99000, 393197, 1, 0, 0
100000, 397532, 1, 0, 0
101000, 424151, 1, 0, 0
102000, 395827, 1, 0, 0
103000, 389800, 1, 0, 0
104000, 391988, 1, 0, 0
105001, 389534, 1, 0, 0
106000, 394689, 1, 0, 0
107000, 419138, 1, 0, 0
108000, 394445, 1, 0, 0
109000, 401060, 1, 0, 0
110000, 394776, 1, 0, 0
111000, 428065, 1, 0, 0
112000, 398121, 1, 0, 0
113000, 393932, 1, 0, 0
114000, 413996, 1, 0, 0
115000, 397297, 1, 0, 0
116000, 389163, 1, 0, 0
117000, 391850, 1, 0, 0
118000, 396361, 1, 0, 0
119000, 397607, 1, 0, 0
120000, 408742, 1, 0, 0
121000, 396796, 1, 0, 0
122000, 392225, 1, 0, 0
123000, 393970, 1, 0, 0
124000, 389645, 1, 0, 0
125000, 410573, 1, 0, 0
126000, 399588, 1, 0, 0
127000, 394795, 1, 0, 0
128000, 394297, 1, 0, 0
129000, 388205, 1, 0, 0
130000, 397896, 1, 0, 0
131000, 415050, 1, 0, 0
132000, 413684, 1, 0, 0
133000, 391573, 1, 0, 0
134000, 394120, 1, 0, 0
135000, 390392, 1, 0, 0
136000, 410185, 1, 0, 0
137000, 392874, 1, 0, 0
138000, 416326, 1, 0, 0
139000, 395540, 1, 0, 0
140000, 393095, 1, 0, 0
141000, 400464, 1, 0, 0
142000, 395739, 1, 0, 0
143000, 408639, 1, 0, 0
144000, 408523, 1, 0, 0
145000, 391771, 1, 0, 0
146000, 397009, 1, 0, 0
147000, 391051, 1, 0, 0
148000, 390214, 1, 0, 0
149000, 393747, 1, 0, 0
150000, 405176, 1, 0, 0
151000, 388752, 1, 0, 0
152000, 391913, 1, 0, 0
153000, 392220, 1, 0, 0
154000, 391652, 1, 0, 0
155000, 415449, 1, 0, 0
156000, 397091, 1, 0, 0
157000, 391943, 1, 0, 0
158000, 395259, 1, 0, 0
159000, 392525, 1, 0, 0
160000, 412370, 1, 0, 0
161000, 415962, 1, 0, 0
162000, 388021, 1, 0, 0
163000, 396700, 1, 0, 0
164000, 391967, 1, 0, 0
165000, 394241, 1, 0, 0
166000, 399204, 1, 0, 0
167000, 418608, 1, 0, 0
168000, 390813, 1, 0, 0
169000, 395305, 1, 0, 0
170000, 394646, 1, 0, 0
171000, 434304, 1, 0, 0
172000, 422595, 1, 0, 0
173000, 397800, 1, 0, 0
174000, 394338, 1, 0, 0
175000, 392782, 1, 0, 0
176000, 392816, 1, 0, 0
177000, 393105, 1, 0, 0
178000, 417536, 1, 0, 0
179000, 393876, 1, 0, 0
180000, 393247, 1, 0, 0
181000, 397724, 1, 0, 0
182000, 394755, 1, 0, 0
183000, 396675, 1, 0, 0
184000, 405899, 1, 0, 0
185000, 392207, 1, 0, 0
186000, 392544, 1, 0, 0
187000, 391906, 1, 0, 0
188000, 393234, 1, 0, 0
189000, 392434, 1, 0, 0
190000, 412927, 1, 0, 0
191000, 396406, 1, 0, 0
192000, 392832, 1, 0, 0
193001, 391806, 1, 0, 0
194000, 391951, 1, 0, 0
195000, 391629, 1, 0, 0
196000, 397246, 1, 0, 0
197000, 397584, 1, 0, 0
198000, 407123, 1, 0, 0
199000, 389369, 1, 0, 0
200000, 391987, 1, 0, 0
201000, 407858, 1, 0, 0
202000, 412392, 1, 0, 0
203000, 415899, 1, 0, 0
204000, 391239, 1, 0, 0
205000, 390372, 1, 0, 0
206000, 396046, 1, 0, 0
207000, 390495, 1, 0, 0
208000, 401434, 1, 0, 0
209000, 413415, 1, 0, 0
