9999, 5389, 0, 0, 0
9999, 2176, 1, 0, 0
19999, 5510, 0, 0, 0
19999, 2387, 1, 0, 0
29999, 5555, 0, 0, 0
29999, 2355, 1, 0, 0
40001, 5586, 0, 0, 0
40001, 2598, 1, 0, 0
50000, 5363, 0, 0, 0
50000, 2643, 1, 0, 0
60000, 5612, 0, 0, 0
60000, 2400, 1, 0, 0
70000, 5606, 0, 0, 0
70000, 2156, 1, 0, 0
80000, 5619, 0, 0, 0
80000, 2400, 1, 0, 0
90000, 5594, 0, 0, 0
90000, 2496, 1, 0, 0
100001, 5587, 0, 0, 0
100001, 2310, 1, 0, 0
110000, 5395, 0, 0, 0
110000, 2086, 1, 0, 0
120000, 5440, 0, 0, 0
120000, 2099, 1, 0, 0
130000, 5568, 0, 0, 0
130000, 2342, 1, 0, 0
140000, 5542, 0, 0, 0
140000, 2540, 1, 0, 0
150000, 5817, 0, 0, 0
150000, 2560, 1, 0, 0
160000, 5434, 0, 0, 0
160000, 2419, 1, 0, 0
170001, 5536, 0, 0, 0
170001, 2489, 1, 0, 0
180000, 5510, 0, 0, 0
180000, 2361, 1, 0, 0
190000, 5626, 0, 0, 0
190000, 2438, 1, 0, 0
200000, 5849, 0, 0, 0
200000, 2246, 1, 0, 0
210001, 5440, 0, 0, 0
210001, 2329, 1, 0, 0
220000, 5389, 0, 0, 0
220000, 2656, 1, 0, 0
230000, 5850, 0, 0, 0
230000, 2323, 1, 0, 0
240001, 5574, 0, 0, 0
240001, 2534, 1, 0, 0
250000, 5338, 0, 0, 0
250000, 2253, 1, 0, 0
260000, 5568, 0, 0, 0
260000, 2336, 1, 0, 0
270000, 5728, 0, 0, 0
270000, 2304, 1, 0, 0
280000, 5536, 0, 0, 0
280000, 2329, 1, 0, 0
290001, 5324, 0, 0, 0
290001, 2028, 1, 0, 0
300000, 5402, 0, 0, 0
300000, 2432, 1, 0, 0
310000, 5594, 0, 0, 0
310000, 2297, 1, 0, 0
320000, 5683, 0, 0, 0
320000, 2470, 1, 0, 0
330000, 5459, 0, 0, 0
330000, 2444, 1, 0, 0
340000, 5638, 0, 0, 0
340000, 2656, 1, 0, 0
350000, 5817, 0, 0, 0
350000, 2374, 1, 0, 0
360000, 5754, 0, 0, 0
360000, 2496, 1, 0, 0
370000, 5369, 0, 0, 0
370000, 2374, 1, 0, 0
380000, 5779, 0, 0, 0
380000, 2380, 1, 0, 0
390000, 5555, 0, 0, 0
390000, 2649, 1, 0, 0
400000, 5555, 0, 0, 0
400000, 2445, 1, 0, 0
410000, 5824, 0, 0, 0
410000, 2316, 1, 0, 0
420000, 5331, 0, 0, 0
420000, 2304, 1, 0, 0
430000, 5280, 0, 0, 0
430000, 2317, 1, 0, 0
440000, 5484, 0, 0, 0
440000, 2553, 1, 0, 0
450000, 5587, 0, 0, 0
450000, 2515, 1, 0, 0
460000, 5856, 0, 0, 0
460000, 2457, 1, 0, 0
470000, 5530, 0, 0, 0
470000, 2387, 1, 0, 0
480000, 5708, 0, 0, 0
480000, 2412, 1, 0, 0
490000, 5542, 0, 0, 0
490000, 2336, 1, 0, 0
500000, 5516, 0, 0, 0
500000, 2425, 1, 0, 0
510000, 5696, 0, 0, 0
510000, 2310, 1, 0, 0
520000, 5715, 0, 0, 0
520000, 2348, 1, 0, 0
530000, 5600, 0, 0, 0
530000, 2381, 1, 0, 0
540000, 5824, 0, 0, 0
540000, 2508, 1, 0, 0
550001, 5913, 0, 0, 0
550001, 2368, 1, 0, 0
560000, 5779, 0, 0, 0
560000, 2515, 1, 0, 0
570000, 5600, 0, 0, 0
570000, 2451, 1, 0, 0
580000, 5753, 0, 0, 0
580000, 2790, 1, 0, 0
590000, 5709, 0, 0, 0
590000, 2470, 1, 0, 0
600000, 5600, 0, 0, 0
600000, 2214, 1, 0, 0
610000, 6022, 0, 0, 0
610000, 2553, 1, 0, 0
620000, 5517, 0, 0, 0
620000, 2278, 1, 0, 0
630000, 5766, 0, 0, 0
630000, 2560, 1, 0, 0
640000, 5862, 0, 0, 0
640000, 2329, 1, 0, 0
650000, 5580, 0, 0, 0
650000, 2368, 1, 0, 0
660000, 5497, 0, 0, 0
660000, 2617, 1, 0, 0
670000, 5600, 0, 0, 0
670000, 2489, 1, 0, 0
680000, 5843, 0, 0, 0
680000, 2502, 1, 0, 0
690000, 5562, 0, 0, 0
690000, 2387, 1, 0, 0
700000, 5638, 0, 0, 0
700000, 2368, 1, 0, 0
710000, 5497, 0, 0, 0
710000, 2444, 1, 0, 0
720000, 5504, 0, 0, 0
720000, 2502, 1, 0, 0
730000, 5574, 0, 0, 0
730000, 2566, 1, 0, 0
740000, 5414, 0, 0, 0
740000, 2425, 1, 0, 0
750000, 5971, 0, 0, 0
